SRC:it	 ChatGPT to English	IMP_GPT	TRM_GPT	UGR_GPT	MIS_GPT	STL_GPT	PRF_GPT	PRN_GPT	SEGS_GPT	Google Translate to English	IMP_GT	TRM_GT	UGR_GT	MIS_GT	STL_GT	PRF_GT	PRN_GT	SEGS_GT	Gold Standard	Comment
Prima di un’esplosione parosisstica	Before a paroxysmal explosion								0	Before a paroxysmal explosion								0	Before the paroxysmal explosion	
Se senti il suono delle sirene continuo a due toni è molto probabile che entro pochi minuti si verifichi una fortissima esplosione con formazione di una grossa nube scura sopra la cima del vulcano. 	If you hear the continuous two-tone sound of the sirens, it is very likely that within a few minutes a very strong explosion will occur, with the formation of a large dark cloud above the volcano's summit.					1			1	If you hear the continuous two-tone sound of sirens it is very likely that within a few minutes a very strong explosion will occur with the formation of a large dark cloud above the top of the volcano. 								0	If you hear the sound of continuous two-tone sirens, it is possible that within a few minutes there will be a very loud explosion with the formation of a large dark cloud over the top of the volcano. 	
Se ti trovi in prossimità della costa, sul lungomare, sulla spiaggia o vicino al porto, risali subito verso l’interno dell’isola e trova riparo in un edificio. 	If you are near the coast, on the seafront, on the beach, or near the port, immediately move inland and seek shelter in a building.					1			1	If you find yourself near the coast, on the seafront, on the beach or near the port, immediately go back towards the interior of the island and find shelter in a building.								0	If you are near the coast, on the waterfront, beach, or near the harbor, go to the inner part of the island and take shelter in a building.	
È possibile che arrivi un maremoto.	 A tsunami may be imminent. 								0	It is possible that a tsunami will arrive.					1			1	 A tsunami is possible.	
Se ti trovi all’interno del Vallonazzo o in altri avvallamenti lungo i pendii del vulcano, risali il fianco della valle.	If you are in the Vallonazzo or other valleys along the slopes of the volcano, ascend the side of the valley.					2			2	If you find yourself inside Vallonazzo or in other depressions along the slopes of the volcano, go up the side of the valley.					1			1	If you are near Vallonazzo or other depressions along the volcanic slopes, climb up the valley side.	
Se ti trovi in barca, allontanati rapidamente dalla costa verso il largo.	If you are on a boat, move quickly away from the coast towards open water.			1		1			2	If you are on a boat, quickly move away from the coast and out to sea.								0	If you are in a boat, move quickly away from the coast toward the open sea.	
Se ti trovi in un edificio situato lontano dalla fascia costiera, non uscire. Allontanati da porte e finestre e riparati sotto un tavolo.	If you are in a building located far from the coastal area, do not go outside. Move away from doors and windows and take shelter under a table.					1			1	If you are in a building located far from the coastal strip, do not go out. Move away from doors and windows and take shelter under a table.					1			1	If you are in a building located far from the coastal strip, do not go outside, but move away from doors and windows and take shelter under a table. 	
Evita di sostare in veranda o sotto una tettoia.	Avoid staying on verandas or under a canopy.					1			1	Avoid staying on the veranda or under a canopy.	1	1		1	1			4	Avoid standing on a porch or under a canopy.	
Durante un’esplosione parosisstica	During a paroxysmal explosion								0	During a paroxysmal explosion								0	During the paroxysmal explosion	
È molto probabile che inizi la ricaduta di materiale vulcanico caldo (bombe, lapilli, ceneri) anche di grandi dimensioni. 	It is very likely that volcanic material such as hot rocks (bombs, lapilli, ash) will begin to fall, possibly in large sizes.								0	It is very likely that the fallout of hot volcanic material (bombs, lapilli, ash), even large ones, will begin.					2			2	Fallout of hot volcanic material (bombs, lapilli, ash), even large ones, is expected to begin. 	
La ricaduta di ceneri vulcaniche potrebbe proseguire per diverse decine di minuti. 	The ash fallout may continue for several tens of minutes.					1			1	The fallout of volcanic ash could continue for several tens of minutes.				1				1	Volcanic ash fallout may continue for several tens of minutes.	
Se sei all’aperto, proteggi bocca, naso e occhi dalla cenere e cerca riparo all’interno di un edificio. 	If you are outdoors, protect your mouth, nose, and eyes from the ash and seek shelter inside a building.								0	If you are outdoors, protect your mouth, nose and eyes from ash and seek shelter inside a building. 								0	If you are outdoor, protect your mouth, nose and eyes from ashes and find indoor shelter.	
Dopo un’esplosione parossistica	After a paroxysmal explosion								0	After a paroxysmal explosion								0	After the paroxysmal explosion	
Dopo un’esplosione parossistica o una frana di grandi dimensioni, sull’isola si possono verificare anche maremoti. 	After a paroxysmal explosion or a large landslide, tsunamis may also occur on the island.								0	After a paroxysmal explosion or a large landslide, tsunamis can also occur on the island.								0	After a paroxysmal explosion or a major landslide, tsunamis can also be expected on the island. 	
Se senti il suono delle sirene continuo a una sola tonalità, che indica il possibile arrivo di un maremoto, segui i comportamenti corretti per questo specifico rischio.	If you hear a continuous siren tone, indicating the possible arrival of a tsunami, follow the correct behavior for this specific risk.		1			1			2	If you hear the sound of sirens continuously at a single tone, which indicates the possible arrival of a tsunami, follow the correct behavior for this specific risk.					1			1	If you hear the sound of continuous single-tone sirens indicating the potential arrival of a tsunami, follow the proper behaviors for this specific hazard.	
Tieniti informato e segui le indicazioni delle autorità e dei volontari di protezione civile per capire quando lasciare il luogo in cui ti trovi e cosa fare.	Stay informed and follow the instructions of the authorities and civil protection volunteers to understand when to leave your location and what to do.					1	1		2	Stay informed and follow the instructions of the authorities and civil protection volunteers to understand when to leave the place you are in and what to do.					1	1		2	Stay informed and follow the directions of authorities and civil protection volunteers to know when to leave your location and what to do.	
Cosa fare - Vulcano	What to do - Vulcano								0	What to do - Volcano								0	What to do - Vulcano	
Non utilizzare locali interrati e seminterrati per attività abitative, lavorative, ricreative. 	Do not use underground or semi-basement spaces for living, working, or recreational activities.		2			1			3	Do not use underground and basement rooms for living, working or recreational activities.					1			1	Do not use basement and basement rooms for living, working, recreational activities. 	
In particolare non utilizzarli la notte per dormire e non farvi accedere i bambini non accompagnati. 	 In particular, do not use them for sleeping at night and do not allow unaccompanied children to access them. 								0	In particular, do not use them at night to sleep and do not let unaccompanied children access them. 					1			1	Do not use them at night for sleeping, and do not allow unaccompanied children access to them.	
Fai arieggiare sempre i locali (soprattutto quelli chiusi da molto tempo o interrati o seminterrati quali cantine e garage). 	Always ventilate rooms, especially those that have been closed for a long time or those that are underground or semi-basement, such as basements and garages.		2						2	Always ventilate the rooms (especially those that have been closed for a long time or underground or basements such as cellars and garages). 								0	Always ventilate premises (especially those that have been closed for a long time or buried or basements such as cellars and garages).	
Informati sul Piano di protezione civile del Comune di Lipari per sapere quali sono le modalità di allontanamento e l’area di attesa in cui dovrai recarti in caso di allarme. 	Familiarize yourself with the civil protection plan of the Municipality of Lipari to understand the evacuation procedures and the waiting area you should go to in case of an alert.						1		1	Find out about the Civil Protection Plan of the Municipality of Lipari to find out what the removal methods are and the waiting area where you will have to go in the event of an alarm. 	4	4		4	4	1		17	Learn about the Lipari Municipality's Civil Protection Plan to know the removal procedures and the waiting area you should go to in case of an alarm.	
Se tu o una persona della tua famiglia avete bisogno di particolare assistenza (persone con disabilità, anziani) segnalalo al Comune. 	If you or a family member require special assistance (such as for people with disabilities or the elderly), inform the Municipality.						1		1	If you or a person in your family needs particular assistance (people with disabilities, elderly people) report it to the Municipality. 						1		1	If you or someone in your family needs special assistance (people with disabilities, old people) inform the municipality.	
Visita l’Info Point dell’Istituto Nazionale di Geofisica e Vulcanologia, aperto durante la stagione turistica, o i siti web del Centro di Monitoraggio Eolie, dell’Osservatorio Etneo dell’INGV e del Dipartimento della Protezione Civile. 	Visit the Info Point of the National Institute of Geophysics and Volcanology, open during the tourist season, or the websites of the Eolie Monitoring Center, the Etna Observatory of INGV, and the Civil Protection Department.							1	1	Visit the Info Point of the National Institute of Geophysics and Volcanology, open during the tourist season, or the websites of the Aeolian Monitoring Center, the INGV Etna Observatory and the Department of Civil Protection. 								0	Visit the Info Point of the National Institute of Geophysics and Volcanology, open during the tourist season, or the websites of the Aeolian Monitoring Center, INGV's Etnean Observatory, and the Department of Civil Protection.	
Partecipa alle esercitazioni e agli incontri informativi sul rischio vulcanico organizzati sul territorio. 	Participate in exercises and informational meetings about volcanic risk organized on the island.								0	Participate in exercises and information meetings on volcanic risk organized in the area. 								0	Participate in exercises and information meetings on volcanic risk organized in the area.	
Sull’isola è presente la segnaletica di emergenza.	Emergency signage is available on the island. 	2	2			2			6	There are emergency signs on the island.								0	There are emergency signage on the island. 	
 Leggi con attenzione i cartelli per conoscere e adottare i comportamenti corretti.	  Read the signs carefully to learn and adopt the correct behaviors.								0	Read the signs carefully to know and adopt the correct behavior.								0	Read carefully to know and adopt the correct behaviors.	
In attenzione	Attention				2				2	Be careful								0	During the attention phase	
In questa fase operativa si intensifica il monitoraggio e si verifica e aggiorna il Piano di protezione civile. 	In this operational phase, monitoring intensifies, and the Civil Protection Plan is reviewed and updated. 								0	In this operational phase, monitoring is intensified and the Civil Protection Plan is verified and updated.								0	During this operational phase, the monitoring is intensified and the Civil Protection Plan is being checked and updated. 	
L’accesso ad alcune aree dell’isola, interessate da elevata emissione di gas dal suolo, potrebbe essere vietato.	Access to certain areas of the island, affected by high gas emissions from the ground, may be restricted.								0	Access to some areas of the island, affected by high gas emissions from the ground, may be prohibited.					1			1	Access to some areas of the island, affected by high ground gas emission, may be prohibited.	
Chiedi al Comune informazioni sul Piano di protezione civile, per sapere quali sono le vie di allontanamento, le aree di attesa e le aree di incontro da raggiungere, nel caso di dichiarazione della fase di allarme e necessità di lasciare l’isola. 	Ask the Municipality for information about the Civil Protection Plan to learn about evacuation routes, waiting areas, and meeting points to reach in case of an emergency phase declaration and the need to leave the island.						1		1	Ask the Municipality for information on the Civil Protection Plan, to find out which escape routes, waiting areas and meeting areas to reach, in the event of a declaration of the alarm phase and the need to leave the island. 						1		1	Ask the Municipality for information on the Civil Protection Plan, to know the removal routes, waiting areas, and meeting areas to reach in case the alert phase is declared and it is necessary to leave the island.	
Informati sulle Ordinanze comunali vigenti e rispetta le indicazioni. 	Stay informed about the current municipal ordinances and follow the instructions.								0	Find out about the current municipal ordinances and follow the instructions. 								0	Find out about current Municipal Ordinances and follow the directions.	
Evita zone e strutture depresse dove possono accumularsi gas vulcanici (cantine, garage, piscine vuote, canali di raccolta delle acque, cisterne interrate, pozzi, ecc.). 	Avoid depressed areas and structures where volcanic gases may accumulate (basements, garages, empty pools, water drainage channels, underground cisterns, wells, etc.).	2	2			2			6	Avoid depressed areas and structures where volcanic gases can accumulate (cellars, garages, empty swimming pools, water collection channels, underground cisterns, wells, etc.). 	2	2			2			6	Avoid depressed areas and structures where volcanic gases may accumulate (basements, garages, empty swimming pools, water collection channels, underground cisterns, wells, etc.).	
Se devi comunque accedervi, riduci il più possibile il tempo di permanenza e assicurati che ci sia qualcuno all’esterno in grado di prestare soccorso. 	If you must access these areas, minimize the time spent there and ensure that someone is outside ready to provide assistance.					2			2	If you still need to access it, reduce the time you are there as much as possible and make sure there is someone outside capable of providing assistance. 								0	If you have to access them, reduce the time of stay as much as possible and make sure there is someone outside who can help.	
Evita le aree vicine alle emissioni di gas vulcanici, soprattutto durante le ore notturne e in condizioni meteorologiche sfavorevoli (assenza di vento, nuvolosità, presenza di nebbia). 	Avoid areas near volcanic gas emissions, especially during the night and under unfavorable weather conditions (lack of wind, cloud cover, presence of fog).			1		1			2	Avoid areas close to volcanic gas emissions, especially during the night and in unfavorable weather conditions (absence of wind, cloudiness, presence of fog). 			1		1			2	Avoid areas near volcanic gas emissions, especially during nighttime and during unfavorable weather conditions (no wind, cloudy, foggy).	
Se noti situazioni potenzialmente pericolose connesse all’emissione di gas vulcanici, come la presenza di animali morti senza motivi apparenti, allontanati immediatamente e informa subito il Comune. 	If you notice potentially dangerous situations related to volcanic gas emissions, such as the presence of dead animals without apparent causes, leave immediately and inform the Municipality right away.						1		1	If you notice potentially dangerous situations related to the emission of volcanic gases, such as the presence of dead animals for no apparent reason, leave immediately and inform the Municipality immediately.						1		1	If you notice potentially dangerous situations related to volcanic gas emissions, such as the presence of dead animals for no apparent reason, move away immediately and notify the municipality.	
Ricordati di segnalare al Comune se tu o un tuo familiare avete particolari esigenze di assistenza per l’eventuale allontanamento nella fase di allarme e la sistemazione in un’abitazione alternativa. 	Remember to notify the Municipality if you or a family member have specific assistance needs for potential evacuation during the alert phase and for accommodation in an alternative place.						1		1	Remember to report to the Municipality if you or a family member have particular needs for assistance for possible removal during the alarm phase and placement in an alternative home.	4	4		4	4	1		17	Remember to notify the municipality if you or a family member has special assistance needs for possible removal in the alarm phase and accommodation in alternative housing.	
Pianifica fin da subito cosa faresti se le autorità dovessero dare l’indicazione di allontanarti dalla tua abitazione e informa il Comune. 	Plan in advance what you would do if authorities instruct you to evacuate your home, and inform the Municipality.						1		1	Plan immediately what you would do if the authorities were to tell you to leave your home and inform the Municipality.					1	1		2	Plan early on what you would do if authorities give the direction to remove you from your home and notify the municipality	
Potresti doverti trasferire al di fuori delle aree a rischio dell’isola: in un’altra casa; in un alloggio messo a disposizione dal Comune.	You might need to relocate outside the island's risk areas, either to another house or to accommodation provided by the Municipality.					1			1	You may have to move outside of the risk areas of the island: in another house; in accommodation made available by the Municipality.								0	You may have to relocate outside the island's risk areas: to another home; to housing provided by the municipality.	
In pre allarme	In pre-alert phase	2	2		2				6	In pre-alarm								0	During the pre-alarm phase	
Iniziano le operazioni di allontanamento delle persone con particolari necessità di assistenza sociosanitaria. 	The evacuation operations begin for people with specific social and healthcare needs.								0	Operations to remove people with particular needs for social and healthcare assistance begin.	4	4	1	4	4			17	In this phase evacuation operations begin for people with special social and health care needs. 	
La permanenza sull’isola è ammessa solo ai cittadini con dimora stabile e continuativa e agli operatori di protezione civile. 	Staying on the island is allowed only for residents with stable and continuous domicile and for civil protection operators.		2			2	1		5	Permanence on the island is permitted only to citizens with stable and continuous residence and to civil protection operators. 						1		1	Only citizens with stable and continuous residence and civil protection operators are allowed to stay on the island.	
Se hai la possibilità di una sistemazione alternativa autonoma al di fuori dell’isola, puoi allontanarti già in questa fase, informando il Comune. 	If you have the possibility of independent alternative accommodation outside the island, you can leave at this stage, informing the Municipality.						1		1	If you have the possibility of alternative independent accommodation outside the island, you can leave at this stage by informing the Municipality. 						1		1	If you have the possibility of an alternative independent accommodation outside the island, you can already move out during this phase. If so, inform the Municipality.	
Se sei un turista verrai invitato a lasciare l’isola con i mezzi di trasporto delle compagnie di navigazione che collegano ordinariamente l’isola alla terraferma. 	If you are a tourist, you will be asked to leave the island using the transport services of navigation companies that regularly connect the island to the mainland.					1			1	If you are a tourist you will be invited to leave the island with the means of transport of the shipping companies that ordinarily connect the island to the mainland.					1			1	As a tourist, you will be asked to leave the island with the means of transport of the shipping companies that regularly connect the island to the mainland.	
Se decidi di restare, preparati ad allontanarti quando le autorità lo indicheranno. 	If you decide to stay, be prepared to leave when instructed by the authorities.					1			1	If you decide to stay, be prepared to leave when the authorities indicate so. 					1			1	If you decide to stay, be ready to leave when the authorities instruct you to do so.	
Informati sulle modalità di allontanamento da seguire previste dal Piano di protezione civile comunale. 	Find out about the evacuation procedures outlined in the Municipal Civil Protection Plan.					1	1		2	Find out about the removal methods to follow provided for by the municipal civil protection plan. 	4	4		4	4	1		17	Learn about the evacuation procedures provided in the Civil Protection Plan of the Municipality.	
Informa il Comune se tu o un tuo familiare avete particolari esigenze di assistenza. 	Inform the Municipality if you or a family member have specific assistance needs.						1		1	Inform the Municipality if you or a family member have special assistance needs. 						1		1	Inform the Municipality if you or a family member has special assistance needs.	
Fai un elenco delle cose essenziali da portare con te (telefono, documenti, medicine, occhiali da vista, ecc.). 	Make a list of essential items to bring with you (phone, documents, medications, glasses, etc.).	4	4		2	2			12	Make a list of essential things to bring with you (phone, documents, medicines, eyeglasses, etc.). 								0	Make a list of essentials (phone, documents, medicines, glasses, etc.).	
Informati sulle Ordinanze del Comune di limitazione all’accesso e alla permanenza sull’isola.	Get information on Municipal Ordinances regarding restrictions on access and stay on the island.						1		1	Find out about the Municipality's ordinances limiting access and stay on the island.						1		1	Find out about the Municipality's Ordinances restricting access and permanence on the island.	
In allarme	In the alert phase								0	Alarmed				1				1	During the alarm phase	
In questa fase operativa viene inviato il messaggio IT-alert per avvisare di una possibile eruzione imminente.	In this operational phase, the IT-alert message is sent to warn of a possible imminent eruption.								0	In this operational phase the IT-alert message is sent to warn of a possible imminent eruption.								0	In this operational phase, the IT-alert message is sent to warn of a potential impending eruption. 	
 In allarme, è previsto l’allontanamento dall’isola di tutta la popolazione. 	In the alert phase, the evacuation of the entire population from the island is planned.								0	Alarmed, the entire population is expected to be removed from the island.	2			2	2			6	During the alarm phase, the entire population is expected to be evacuated from the island. 	
Le operazioni sono coordinate dalle autorità di protezione civile. 	The operations are coordinated by the civil protection authorities.						1		1	The operations are coordinated by the civil protection authorities. 						1		1	Operations are coordinated by civil protection authorities.	
Ricordati di prendere le cose essenziali (telefono, documenti, medicine, occhiali da vista, ecc.). 	Remember to take essential items (phone, documents, medications, glasses, etc.).	4	4		2	2			12	Remember to take essential things (phone, documents, medicines, eyeglasses, etc.). 								0	Remember to take the essentials (phone, documents, medicines, eyeglasses, etc.).	
 Non perdere tempo a mettere in salvo oggetti che non porterai con te.  	Do not waste time trying to save items that you will not take with you.					1			1	Don't waste time saving items you won't take with you.					1			1	Do not waste time securing items you will not bring with you.	
Prima di uscire di casa chiudi porte, finestre, gas, acqua e disattiva l’impianto elettrico.  	Before leaving your house, close doors, windows, gas, water, and deactivate the electrical system.					1			1	Before leaving the house, close the doors, windows, gas, water and turn off the electrical system.  					1			1	Before leaving the house close doors, windows, gas, water and turn off the electricity.	
Raggiungi l’area di attesa o l’area di incontro a te assegnata dal Piano di protezione civile comunale, secondo le tempistiche previste. 	Reach the waiting area or the meeting area assigned to you by the Municipal Civil Protection Plan, according to the scheduled timing.						1		1	Reach the waiting area or meeting area assigned to you by the municipal civil protection plan, according to the established times.						1		1	Reach the waiting area or meeting area designated to you by the Municipal Civil Protection Plan, according to the schedule	
L’allontanamento dall’isola avverrà via mare dal Porto di Levante o dal Molo di Gelso; se necessario, dal Molo di Ponente con i mezzi navali o anche con elicotteri. 	Evacuation from the island will take place by sea from the Porto di Levante or the Molo di Gelso; if necessary, from the Molo di Ponente with naval means or even helicopters.								0	Departure from the island will take place by sea from the Porto di Levante or the Molo di Gelso; if necessary, from the Molo di Ponente with naval vehicles or even with helicopters.	1	1		1				3	The removal from the island will take place by sea from Porto di Levante or molo di Gelso; if necessary, from molo di Ponente with naval means or also with helicopters. 	
Segui le indicazioni che verranno date dalle autorità di protezione civile.  	Follow the instructions given by the civil protection authorities.						1		1	Follow the instructions given by the civil protection authorities.  						1		1	Follow the instructions provided by the civil protection authorities. 	
Potrai portare con te il tuo animale domestico, secondo le indicazioni fornite dal Comune.  	You can bring your pet with you, according to the instructions provided by the Municipality.								0	You can bring your pet with you, according to the instructions provided by the Municipality.  						1		1	You can bring your pet with you, according to the indications provided by the Municipality.	
Ricorda che l’interdizione dell’isola potrà durare anche molto tempo.  	Remember that the island's closure may last for a long time.					1			1	Remember that the ban on the island may last a long time.  								0	Remember that the island may be closed for a long time.	
Tieniti sempre informato sull’attività e lo stato del vulcano consultando siti web e social media istituzionali (Comune, Dipartimento Regionale della Protezione Civile, Dipartimento Nazionale della Protezione Civile), televisione, radio, stampa, e numeri verdi (Contact Center del Dipartimento della Protezione Civile, Sala Operativa Regionale).  	Always stay informed about the activity and status of the volcano by consulting official websites and social media (Municipality, Regional Civil Protection Department, National Civil Protection Department), television, radio, newspapers, and toll-free numbers (Civil Protection Department Contact Center, Regional Operations Center).					1	1		2	Always keep yourself informed on the activity and state of the volcano by consulting institutional websites and social media (Municipality, Regional Department of Civil Protection, National Department of Civil Protection), television, radio, press, and toll-free numbers (Contact Center of the Department of Civil Protection, Regional Operations Room).		1			1	1		3	Keep yourself informed about the activity and the status of the volcano by consulting the sources of information through websites and institutional social media (of Municipality, Regional Department of Civil Protection, National Department of Civil Protection), television, radio, press, and toll-free numbers (Contact Center of the Department of Civil Protection, Regional Operations Room).	
Contact Center 800 840 840	Contact Center 800 840 840								0	Contact Center 800 840 840								0	Contact Center 800 840 840	
Cosa fare - incendi boschivi	What to do - forest fires								0	What to do - forest fires 								0	What to do - forest fire	
Anche tu con semplici azioni puoi prepararti ad affrontare meglio un’eventuale emergenza. 	You too, with simple actions, can prepare to better face a potential emergency.					4			4	With simple actions you too can prepare yourself to better face a possible emergency. 			2		2			4	With simple actions, you can best respond to a possible emergency.  	ChatGPT: too literal, seems a calque GT: this costruction is redundant; it's "prepare yourself for..." or "prepare to better face"
Informati sul Piano di protezione civile del tuo Comune per sapere cosa prevede in materia di incendi boschivi.  	Get informed about your Municipality's Civil Protection Plan to know what it provides regarding forest fires.	1			4		1		6	Find out about your municipality's civil protection plan to find out what it provides for forest fires.  	1			4	1	1		7	Ask your municipality about the Civil Protection Plan to learn what it provides for forest fires: if it's not there, request its drafting so you know the right course of action.	ChatGPT & GT: although still undertandandable, the literal translation of "prevede" with "provide"; proofreading errors regarding capitalisation GT: style issue because of the repetition
Ricorda che in caso di incendio boschivo un intervento tempestivo è fondamentale. 	Remember that in the case of a forest fire, prompt intervention is essential.					1			1	Remember that in the event of a forest fire, timely intervention is essential.								0	Remember that in the event of a forest fire, early intervention is essential.	ChatGPT: too literal
Se avvisti un incendio, o anche soltanto del fumo, puoi contattare: i Vigili del Fuoco (115); il Numero di emergenza unico europeo (112) dove attivato; eventuali numeri regionali dedicati. 	If you spot a fire, or even just smoke, you can contact: the Firefighters (115); the European single emergency number (112) where activated; any regional dedicated numbers.		2						2	If you spot a fire, or even just smoke, you can contact: the Fire Brigade (115); the Single European Emergency Number (112) where activated; any dedicated regional numbers.		2						2	If you spot a fire, or even just smoke, please contact: the Fire Department (115) the Single European Emergency Number (112) where activated; any dedicated regional numbers.	ChatGPT: "firefighters" may be correct for the audience, but it is not appropriate sa it refers to the profession rather than the institution GT: "fire brigade" in not a common terminology
Indica quindi con precisione la località, specificando il Comune dell’area colpita dall’incendio e altri dettagli utili per la localizzazione.	Indicate precisely the location, specifying the Municipality of the area affected by the fire and other useful details for localization.								0	It therefore indicates the location precisely, specifying the municipality of the area affected by the fire and other useful details for localization.								0	Then, indicate the exact location, specifying the municipality of the area affected by the fire and other valuable details.	
Per evitare un incendio boschivo	To prevent a forest fire:					1	1		2	To avoid a forest fire					1			1	How to avoid a forest fire	ChatGPT: adding semicolon
Non gettare sigarette o fiammiferi accesi, possono incendiare l’erba secca. 	Do not throw lit cigarettes or matches, as they can ignite dry grass.					2			2	Do not throw away lit cigarettes or matches, they can set dry grass on fire. 						2		2	Do not throw lit cigarettes or matches; they can cause a fire in the dry grass. 	ChatGPT: over technical "ignite" GT: comma splice which is a punctuation error in EN
Non accendere fuochi nel bosco al di fuori delle aree attrezzate. 	Do not light fires in the forest outside designated areas.								0	Do not light fires in the woods outside the equipped areas.		4						4	Do not light fires in the forest outside the designated areas. 	GT: terminology error that can cause misunderstandigs (equipped areas is not for this context)
Non lasciare mai il fuoco incustodito e prima di andare via accertati che sia spento. 	Never leave a fire unattended, and before leaving, make sure it is completely extinguished.			2		2	1		5	Never leave the fire unattended and make sure it is turned off before leaving. 					2			2	Never leave a fire unwatched; before leaving, check that it is extinguished.	ChatGPT: minor grammatical issues, like puntuaction placement; sentence structure too similar to the Italian one, may cause difficulty for inexperienced audience GT: "turned off' is not appropriate in this case
Se devi parcheggiare l’auto accertati che la marmitta non sia a contatto con l’erba secca, potrebbe incendiarsi. 	If you need to park your car, ensure the exhaust pipe is not in contact with dry grass, as it could catch fire.								0	If you have to park the car, make sure the muffler is not in contact with dry grass, as it could catch fire. 		4						4	If you have to park your car, ensure the muffler is not in contact with dry grass; it could burn.	GT: "muffler" is not fit in this context, as it can belong to other domains e.g., military
Non abbandonare rifiuti nei boschi o in discariche abusive: sono un pericoloso combustibile. 	Do not leave waste in the woods or in illegal dumps: they are a dangerous fuel.			2					2	Do not leave waste in the woods or in illegal landfills: it is a dangerous fuel. 		2						2	Do not abandon waste in the woods or illegal dumps: it is a dangerous fuel.	ChatGPT: agreement error with "waste', uncountable, so singular verb form GT: "landfill" is too technical and doesn't fit this context
Non bruciare, senza le dovute misure di sicurezza, stoppie, paglia o altri residui agricoli.	Do not burn, without proper safety measures, stubble, straw, or other agricultural residues.					4			4	Do not burn stubble, straw or other agricultural residues without the necessary safety measures.								0	Only burn stubble, straw, or other agricultural materials with proper safety measures. 	ChatGPT: too complicated sentence structure 
 In pochi minuti potrebbe sfuggirti il controllo del fuoco. 	In a few minutes, you could lose control of the fire.					2			2	 In a few minutes you could lose control of the fire. 					2			2	In a few minutes, you could lose control of the fire.	ChatGPT & GT: too literal compared to italian structure
Se c’è vento, non accendere il fuoco in nessun caso.	If there is wind, do not light a fire under any circumstances.								0	If it is windy, do not light the fire under any circumstances.								0	If it is windy, do not light the fire under any circumstances.	
Se avvisti un incendio boschivo	If you spot a forest fire:						1		1	If you spot a forest fire								0	If you spot a forest fire	ChatGPT: added semicolon
Se avvisti fiamme, o anche solo fumo, telefona immediatamente al numero di soccorso 115 del Corpo Nazionale dei Vigili del Fuoco o, dove attivato, al Numero di emergenza unico europeo 112. 	If you see flames, or even just smoke, call the emergency number 115 of the National Fire Brigade or, where activated, the European single emergency number 112.		2						2	If you see flames, or even just smoke, immediately call the emergency number 115 of the National Fire Brigade or, where activated, the single European emergency number 112.		2						2	If you see flames or smoke, immediately phone the National Fire Department's emergency number 115 or, where activated, the Single European Emergency Number 112. 	ChatGPT: "firefighters" may be correct for the audience, but it is not appropriate sa it refers to the profession rather than the institution GT: "fire brigade" in not a common terminology
Non pensare che altri l’abbiano già fatto. 	Do not assume that others have already done it.								0	Don't think that others have already done it. 					2			2	Don't assume that others have already done so.	GT: little too informal
Fornisci le indicazioni necessarie per localizzare l’incendio.	Provide the necessary information to locate the fire.								0	Provide the necessary information to locate the fire.								0	Give the necessary information to help locate the fire.	
Se ti trovi coinvolto in un incendio boschivo	If you are caught in a forest fire:						1		1	If you find yourself involved in a forest fire					2			2	If you are caught in a forest fire	ChatGPT: added semicolon GT: strucutre is a calque from italian one
Cerca una via di fuga sicura: una strada o un corso d’acqua. 	Look for a safe escape route: a road or a watercourse.		2						2	Look for a safe escape route: a road or a body of water.		1						1	Look for a safe escape route: a road or a stream. 	ChatGPT: watercourse may be too technical GT: body of water is too generic
Non fermarti in luoghi verso i quali soffia il vento. 	Do not stop in areas where the wind is blowing toward you.	2			8				10	Don't stop in places where the wind blows.	1			4				5	Do not stop in places where the wind is blowing. 	ChatGPT: towards you, other than being an addition, is an interpretation; actually the source refers to the places towards the wind blows; this can cause danger if misunderstood GT: in this case, the mistranslation can cause danger because it is too generic and not clear
Potresti rimanere imprigionato tra le fiamme. 	You could get trapped between the flames.				2	2			4	You could be caught in the flames. 								0	You could get caught in the flames.	ChatGPT: too literal
Stenditi a terra in un luogo dove non c’è vegetazione incendiabile. 	Lie down on the ground in an area where there is no combustible vegetation.		2						2	Lie on the ground in a place where there is no combustible vegetation.		2	2					4	Lie down on the ground in a place without burning vegetation	ChatGPT & GT: too specific terminology (combustible vegetation) GT: missing preposition after "lie"
Il fumo tende a salire e in questo modo eviti di respirarlo. 	The smoke tends to rise, and this way, you avoid breathing it in.			1					1	The smoke tends to rise and this way you avoid breathing it. 			1					1	Smoke tends to rise, and in this way, you will avoid the danger of breathing it in.	ChatGPT & GT: missing preposition "in"
Se non hai altra scelta, cerca di attraversare il fuoco dove è meno intenso per passare dalla parte già bruciata. 	If you have no other choice, try to cross the fire where it is less intense to pass through the already burned area.								0	If you have no other choice, try to cross the fire where it is less intense to get to the already burned part.					1			1	If there is no other choice, try to cross the fire where it is less intense to pass through the burnt part. 	GT: less precise
Ti porti così in un luogo sicuro.  	This will take you to a safe place.								0	This takes you to a safe place.  								0	This will take you to a safe place.	
Non sostare lungo la strada, intralceresti i soccorsi.	Do not stop along the road, as you would hinder the rescue operations.					2			2	Don't stop along the road, you would hinder the rescue.				1	2			3	Do not stop along the way; you would hamper rescue operations. 	ChatGPT: sentence structure a little too complex GT: comma splice; less precise terminology
Cosa fare - maremoto	What to do – Tsunami						1		1	What to do - tsunami								0	What to do - tsunami	ChatGPT: unnedded capitalisation
